Status;Life expectancy ;Adult Mortality;infant deaths;Alcohol;percentage expenditure;Hepatitis B;Measles ; BMI ;Year;=COEF.DE.CORREL(B2:B2721,C2:C2721);
Developing;74,1;96;18;0,43;198,7343495;99;10;57,5;2014;;
Developing;73,9;97;18;0,45;179,8598949;99;92;56,5;2013;;
Developing;73,6;99;19;0,55;19,15853732;99;668;55,5;2012;;
Developing;73,3;14;19;0,54;22,0945504;98;982;54,6;2011;;
Developing;72,8;11;20;0,56;183,6592186;98;633;53,6;2010;;
Developing;72,3;116;20;0,62;188,2902861;98;834;52,7;2009;;
Developing;71,8;123;21;0,51;171,3658969;97;1455;51,7;2008;;
Developing;71,4;128;21;0,56;157,6431445;95;2248;5,8;2007;;
Developing;71;133;22;0,58;127,7632005;95;1217;49,9;2006;;
Developing;77;137;22;0,47;9,469371264;96;0;49,1;2005;;
Developing;72;142;23;0,56;100,3638322;95;6399;48,2;2004;;
Developing;69,9;146;24;0,58;88,16506179;9;10841;47,3;2003;;
Developing;69,5;15;25;0,46;66,72933871;92;6000;46,5;2002;;
Developing;69;155;26;0,46;71,11645;84;2724;45,7;2001;;
Developing;68,6;16;27;0,45;63,42140024;43;7368;44,8;2000;;
Developing;56,7;375;61;0,01;54,91159475;79;9;22,2;2014;;
Developing;55,3;46;62;1,16;5,813338496;78;8;21,8;2013;;
Developing;54,8;48;64;1,19;49,90987221;76;145;21,3;2012;;
Developing;54,3;47;66;0,94;40,80617976;76;177;2,9;2011;;
Developing;54;47;69;0,96;5,743393664;74;2321;2,5;2010;;
Developing;53,8;4;70;1,18;39,75216936;74;60;2,1;2009;;
Developing;53,2;45;72;1,48;0,796915785;75;4;19,7;2008;;
Developing;52,1;425;74;1,03;53,9502789;75;267;19,3;2007;;
Developing;51,2;434;78;1,2;58,59644487;75;183;18,9;2006;;
Developing;58;434;80;1,23;67,33378735;75;12598;18,5;2005;;
Developing;54;429;82;1,54;46,58195631;76;9396;18,1;2004;;
Developing;51;424;85;1,68;42,52689559;76;28898;17,7;2003;;
Developing;49,8;416;87;2,16;40,82597077;76;7155;17,3;2002;;
Developing;49,5;48;90;2,09;37,82511936;25;7085;16,9;2001;;
Developing;49;43;93;1,14;47,17250718;;7375;16,5;2000;;
Developing;66,4;21;40;0,01;45,33788677;88;122;22,9;2014;;
Developing;66,2;22;42;0,7;38,33793462;75;1010;22,1;2013;;
Developing;65,9;25;44;0,55;38,4279083;58;2175;21,3;2012;;
Developing;65,6;27;47;0,33;21,23698847;4;2046;2,5;2011;;
Developing;65,4;29;49;0,3;17,48293752;92;190;19,8;2010;;
Developing;65,2;211;52;0,28;11,05247903;91;329;19,1;2009;;
Developing;59,2;296;59;0,3;9,53048032;85;333;18,3;2008;;
Developing;64,5;217;58;0,26;0,5305728;85;1088;17,6;2007;;
Developing;64,2;22;61;0,28;4,632776304;75;760;17;2006;;
Developing;63,9;224;64;0,28;2,793843188;62;314;16,4;2005;;
Developing;63,5;228;66;0,44;4,15451614;39;1329;15,7;2004;;
Developing;63,2;231;69;0,4;3,824212472;8;830;15,2;2003;;
Developing;62,8;235;71;0,41;3,421880938;;736;14,6;2002;;
Developing;62,5;239;72;0,38;1,917164;;2519;14,1;2001;;
Developing;62,1;243;73;0,35;2,511437292;;845;13,6;2000;;
Developing;65,9;242;2;0,01;751,3982719;88;477;34,9;2014;;
Developing;66,1;232;3;0,01;760,6550553;89;1028;34,1;2013;;
Developing;65,8;232;3;0,01;796,8734263;84;86;33,3;2012;;
Developing;64,3;268;3;7,84;7,896234931;82;79;32,5;2011;;
Developing;63;299;3;7,58;719,5535161;83;3138;31,8;2010;;
Developing;62,4;36;3;7,99;575,6748069;;4076;31;2009;;
Developing;61,7;317;3;6,28;59,55033546;;0;3,2;2008;;
Developing;60;356;3;5,12;62,11039296;;21;29,4;2007;;
Developing;57;431;3;4,94;459,1572399;;3;28,7;2006;;
Developing;55,1;477;3;4,89;457,7200522;;4;27,9;2005;;
Developing;54,7;483;3;4,8;368,2848258;;4;27,2;2004;;
Developing;55;471;3;5,28;294,6571552;;262;26,5;2003;;
Developing;55,7;452;3;5,09;203,7322893;;1278;25,8;2002;;
Developing;56,5;426;3;5,09;205,8078833;;416;25,1;2001;;
Developing;57,4;41;3;5,73;35,80978512;;469;24,5;2000;;
Developing;69,6;158;18;0,01;8,523486403;92;1279;18,5;2014;;
Developing;69,3;162;19;0,27;80,15505125;92;1861;18;2013;;
Developing;68,9;167;20;0,26;80,58788376;9;3362;17,4;2012;;
Developing;68,4;172;22;0,27;112,1229028;92;2359;16,9;2011;;
Developing;68;178;23;0,24;84,62302524;82;190;16,4;2010;;
Developing;67,5;183;25;0,22;6,19357029;89;189;15,9;2009;;
Developing;67;189;27;0,21;70,27113179;82;2089;15,4;2008;;
Developing;66,6;194;29;0,2;52,22906505;82;1415;14,9;2007;;
Developing;66;21;31;0,2;45,87989927;69;2838;14,4;2006;;
Developing;65,4;28;33;0,2;4,259752532;41;5023;13,9;2005;;
Developing;64,7;218;35;0,21;31,93187316;27;12074;13,4;2004;;
Developing;64,3;22;38;0,2;2,79096532;2;13344;12,9;2003;;
Developing;63,1;238;40;0,19;23,18394594;;6749;12,4;2002;;
Developing;63,2;23;43;0,09;21,92813881;;10849;11,9;2001;;
Developing;62,5;238;46;0,08;17,9123368;;9397;11,4;2000;;
Developed;81,7;58;1;0,01;1491,703605;92;140;61,6;2014;;
Developed;81,4;6;1;8,68;1475,030397;51;2632;61;2013;;
Developed;81,1;62;1;9,05;1162,656768;2;10;6,5;2012;;
Developed;81,1;63;1;8,96;1047,370244;2;51;59,9;2011;;
Developed;88;64;1;9,33;1035,621437;;15;59,3;2010;;
Developed;86;65;1;9,23;96,8585885;;15;58,6;2009;;
Developed;83;68;1;9,62;10873,40554;;109;57,9;2008;;
Developed;82;68;1;9,53;9689,732784;;10;57,3;2007;;
Developed;79,8;71;1;9,79;8344,010392;;1;56,5;2006;;
Developed;79,4;72;1;9,69;6577,508136;;4;55,8;2005;;
Developed;79,2;77;1;9,56;5170,130703;;11;55;2004;;
Developed;78,7;8;1;9,56;4472,6114;;4;54,2;2003;;
Developed;78,4;81;1;9,68;3455,197053;;3;53,4;2002;;
Developed;78,3;82;1;9,95;3054,515582;;0;52,6;2001;;
Developed;78,1;84;1;10,06;2944,640134;;1019;51,8;2000;;
Developed;81,6;66;0;8,7;0;92;10;67,5;2015;;
Developed;81,5;67;0;9,07;1040,278436;93;280;66,9;2014;;
Developed;81,3;69;0;9,18;10019,0763;93;8;66,4;2013;;
Developed;81,1;7;0;9,2;924,5653683;93;68;65,9;2012;;
Developed;86;72;0;9,47;8342,405764;95;597;65,3;2011;;
Developed;89;71;0;9,62;6664,148708;9;43;64,8;2010;;
Developed;85;73;0;9,24;63,57705167;93;198;64,3;2009;;
Developed;81;75;0;9,49;6761,288966;9;0;63,8;2008;;
Developed;81;76;0;9,19;606,3106561;88;25;63,2;2007;;
Developed;79,9;76;0;9,34;496,2228007;87;20;62,6;2006;;
Developed;79,9;78;0;9,31;491,055852;87;20;62,1;2005;;
Developed;79,2;79;0;9,15;442,3774869;88;33;61,5;2004;;
Developed;79,1;82;0;8,91;3661,792922;89;66;6,9;2003;;
Developed;78,7;83;0;9,13;2892,257132;89;21;6,3;2002;;
Developed;78,5;83;0;8,75;2205,98595;9;65;59,6;2001;;
Developed;78,6;87;0;8,91;2143,021083;9;65;58,9;2000;;
Developing;74,5;148;2;3,55;473,1238124;98;0;53,2;2014;;
Developing;73,9;157;2;3,58;366,4841804;98;0;52,4;2013;;
Developing;73,9;157;2;3,63;334,8174246;98;0;51,7;2012;;
Developing;74,5;147;3;3,39;321,6132593;98;0;5,9;2011;;
Developing;73,2;154;3;3,38;302,7045411;98;0;5,2;2010;;
Developing;73,2;163;3;3,36;292,753101;98;0;49,4;2009;;
Developing;72,5;169;3;3,64;275,064434;97;0;48,6;2008;;
Developing;72,5;173;3;3,83;253,0007812;93;0;47,9;2007;;
Developing;73;17;3;3,69;21,41123529;88;0;47,1;2006;;
Developing;71,2;194;3;3,7;218,5716179;86;0;46,4;2005;;
Developing;71;194;4;3,81;36,81621175;79;0;45,7;2004;;
Developing;76;198;4;3,77;2,542436908;86;0;44,9;2003;;
Developing;75;197;4;3,5;2,092343893;85;0;44,2;2002;;
Developing;73;193;4;3,51;22,35595448;87;0;43,5;2001;;
Developing;73;192;4;3,61;15,25518816;83;0;42,8;2000;;
Developing;61,4;223;49;0,01;3,304039899;68;1142;18,9;2014;;
Developing;69;227;49;0,01;31,50243237;67;1224;18,5;2013;;
Developing;63;232;49;0,01;29,75517982;71;272;18,1;2012;;
Developing;59,4;241;50;0,15;32,22493445;75;771;17,7;2011;;
Developing;58,2;252;50;0,12;5,883760536;7;372;17,3;2010;;
Developing;57,1;263;51;0,11;5,665405066;71;801;16,9;2009;;
Developing;56;272;52;0,12;40,37835666;;1317;16,5;2008;;
Developing;55,2;276;53;0,1;35,80929749;;282;16,1;2007;;
Developing;54,5;277;54;0,11;43,42193066;;59;15,7;2006;;
Developing;53,7;278;55;0,11;3,751715442;;2183;15,4;2005;;
Developing;52,9;279;56;0,11;20,86118432;;63057;15;2004;;
Developing;52,1;28;56;0,1;20,26876572;;54190;14,6;2003;;
Developing;51,4;282;57;0,1;17,58722718;;31584;14,3;2002;;
Developing;56;283;57;0,11;1,817829717;;61208;13,9;2001;;
Developing;50;284;58;0,1;13,35783844;;21319;13,6;2000;;
Developing;53,6;362;490;0,01;263,2111031;49;6855;24,7;2014;;
Developing;53,2;367;498;8,3;194,2032879;46;52852;24,1;2013;;
Developing;52,7;374;505;8,54;204,7186256;42;6447;23,5;2012;;
Developing;52,3;375;513;8,75;187,5733187;46;18843;22,8;2011;;
Developing;52;374;521;8,9;133,1230872;49;8491;22,2;2010;;
Developing;51,6;376;527;9,05;14,5676468;63;1272;21,6;2009;;
Developing;59;386;536;9,3;105,5910629;41;9960;21;2008;;
Developing;55;388;542;9,55;104,4746444;42;2613;2,4;2007;;
Developing;49,8;396;549;9,66;10,35779424;27;704;19,9;2006;;
Developing;49,2;4;556;9,71;6,416252787;18;110927;19,3;2005;;
Developing;48,5;47;563;9,76;57,22555815;;31521;18,8;2004;;
Developing;48,1;41;567;9,75;30,19550849;;141258;18,3;2003;;
Developing;47,7;49;571;9,61;17,137754;;42007;17,8;2002;;
Developing;47,4;48;574;9,58;15,830985;;168107;17,3;2001;;
Developing;47,1;45;576;9,23;22,48177606;;212183;16,9;2000;;
Developed;81,8;59;0;5,97;0;;14;61,2;2015;;
Developed;81,6;61;0;6,06;177,6382878;;3;6,8;2014;;
Developed;81,5;62;0;6,21;234,782883;;8;6,3;2013;;
Developed;81,3;61;0;6,21;2094,19096;;4;59,8;2012;;
Developed;81,1;67;0;6,53;277,3550522;;39;59,4;2011;;
Developed;81;66;0;6,59;15268,06445;;3;58,9;2010;;
Developed;89;67;0;6,68;142,3749426;;2;58,5;2009;;
Developed;86;67;0;6,75;1707,130633;;4;58;2008;;
Developed;85;67;0;6,6;14829,41215;;0;57,5;2007;;
Developed;84;7;0;6,47;12829,25408;;0;57;2006;;
Developed;81;73;0;6,37;11792,53465;;0;56,5;2005;;
Developed;79,8;77;0;6,22;1009,825011;;7;55,9;2004;;
Developed;79,4;78;0;6,04;880,7380617;;8;55,3;2003;;
Developed;78,9;81;0;5,89;749,6823382;;5;54,6;2002;;
Developed;78,8;82;0;5,49;6356,827282;;4;54;2001;;
Developed;78,5;85;0;5,67;6191,211908;;0;53,3;2000;;
Developing;76,4;11;1;0,4;166,1913728;99;0;53,5;2014;;
Developing;76,2;12;1;0,46;1154,893473;98;0;52,8;2013;;
Developing;76;14;1;0,51;1055,835493;98;13;52,3;2012;;
Developing;75,8;15;1;0,54;158,27708;99;5;52;2011;;
Developing;75,6;16;1;0,56;129,2260751;99;3;51,8;2010;;
Developing;75,4;18;1;0,56;1040,629462;98;19;51,5;2009;;
Developing;75,2;19;1;0,57;123,0966298;99;18;51,1;2008;;
Developing;74,9;113;1;0,57;88,45038011;99;24;5,6;2007;;
Developing;74,7;115;1;0,58;78,51141;99;13;5,1;2006;;
Developing;74,3;118;1;0,63;854,0115758;99;25;49,5;2005;;
Developing;74;122;1;0,61;70,46762486;99;18;48,9;2004;;
Developing;73,6;127;1;0,56;65,65631302;99;1;48,1;2003;;
Developing;73,3;13;1;0,54;585,9170945;99;5;47,3;2002;;
Developing;72,9;134;1;0,55;564,5425663;99;15;46,5;2001;;
Developing;72,6;138;1;0,38;62,86657508;99;15;45,9;2000;;
Developing;66,2;162;359;0,01;62,29361092;72;1370;24,7;2014;;
Developing;66;163;365;0,04;60,18648815;72;8749;23,9;2013;;
Developing;65,7;165;369;0,04;59,65900139;72;8046;23,2;2012;;
Developing;65,5;167;371;0,04;57,87736282;74;4386;22,5;2011;;
Developing;65,1;172;372;0,04;0,66751505;82;4321;21,9;2010;;
Developing;64,8;175;371;0,03;0,697215581;78;863;21,3;2009;;
Developing;64,6;177;369;0,03;5,447133608;65;1129;2,6;2008;;
Developing;64,4;178;367;0,03;3,912744517;75;2801;2,1;2007;;
Developing;64,2;179;365;0,03;40,36829999;78;7641;19,5;2006;;
Developing;62,9;2;364;0,04;30,59320769;7;2981;18,9;2005;;
Developing;63,7;183;364;0,01;28,98323119;65;4248;18,4;2004;;
Developing;63,5;185;366;0,01;24,23455671;63;4740;17,9;2003;;
Developing;63,2;187;371;0,01;22,39387584;;3903;17,4;2002;;
Developing;63;189;377;0,01;1,766663097;;3849;16,9;2001;;
Developing;62,8;19;385;0,02;18,84534312;;2064;16,4;2000;;
Developing;77,6;119;1;6,74;1842,463782;8;0;57,1;2014;;
Developing;77,5;118;1;6,89;1694,467075;8;0;56,3;2013;;
Developing;77,2;12;1;6,95;201,7490628;85;0;55,6;2012;;
Developing;77,3;121;1;6,9;119,2124275;87;4;54,9;2011;;
Developing;76,5;122;1;6,94;1199,319976;94;0;54,2;2010;;
Developing;76,8;127;1;6,87;1092,155356;85;0;53,4;2009;;
Developing;76,5;127;1;6,74;956,8229765;86;0;52,7;2008;;
Developing;76,4;124;1;6,16;76,2508038;85;0;51,9;2007;;
Developing;76,2;125;1;5,72;631,1251711;88;0;51,1;2006;;
Developing;75,8;122;1;5,53;623,9100503;92;0;5,3;2005;;
Developing;75,8;123;1;5,69;527,60848;95;0;49,5;2004;;
Developing;75,5;126;1;5,52;58,45976019;98;0;48,6;2003;;
Developing;75,7;125;1;5,52;78,80940216;98;0;47,8;2002;;
Developing;75,5;124;2;5,43;7,320514461;98;0;46,9;2001;;
Developing;75,7;121;2;5,58;9,87102142;;0;45,9;2000;;
Developing;62,7;278;10;0,01;208,2311603;67;2299;47,9;2014;;
Developing;62,4;281;10;0,01;25,70881695;73;12;47,2;2013;;
Developing;62,2;284;10;0,01;31,6357652;68;0;46,4;2012;;
Developing;62;285;10;0,88;23,40731286;66;0;45,7;2011;;
Developing;61,8;286;10;0,79;18,99961966;56;0;44,9;2010;;
Developing;61,6;288;11;0,82;20,53327531;66;0;44,2;2009;;
Developing;61,4;29;11;0,81;103,7277727;59;0;43,4;2008;;
Developing;61,1;295;11;0,71;85,7175381;61;0;42,7;2007;;
Developing;68;299;11;0,64;126,6142137;71;1;41,9;2006;;
Developing;64;37;11;0,84;12,05551997;63;1222;41,1;2005;;
Developing;59,9;314;11;0,58;158,001946;6;1385;4,4;2004;;
Developing;59,6;321;11;0,59;124,3789361;67;3863;39,6;2003;;
Developing;59,3;327;11;0,61;110,9803062;6;17620;38,9;2002;;
Developing;59,1;331;11;0,68;93,37278497;59;4023;38,2;2001;;
Developing;58,9;335;11;0,73;62,56273841;57;7135;37,5;2000;;
Developing;73,9;147;3;0,01;561,7684701;87;0;49,4;2014;;
Developing;73,8;148;3;5,03;573,4346982;86;0;48,6;2013;;
Developing;73,6;148;3;5,36;441,8446244;87;0;47,9;2012;;
Developing;73,4;15;3;5,79;472,1932825;89;0;47,1;2011;;
Developing;73,2;152;3;5,65;359,9760397;89;0;46,4;2010;;
Developing;73;155;3;5,39;30,93519548;85;0;45,6;2009;;
Developing;72,7;157;3;6,14;34,73924576;87;0;44,9;2008;;
Developing;72,5;159;3;5,61;318,6201852;86;0;44,2;2007;;
Developing;72,3;161;3;5,61;26,18072382;92;0;43,5;2006;;
Developing;72,1;163;3;6,38;20,68037294;92;0;42,8;2005;;
Developing;71,9;165;3;6,2;20,60083027;9;0;42;2004;;
Developing;71,7;166;4;6,64;155,4233076;86;0;41,3;2003;;
Developing;71,5;168;4;5,66;152,8293973;;0;4,6;2002;;
Developing;71,2;17;4;6,66;233,8488603;;0;39,8;2001;;
Developing;79;172;4;6,78;273,5758769;;0;39,1;2000;;
Developing;75,3;125;8;0,01;973,728675;88;0;54,9;2014;;
Developing;75,3;125;8;5,38;946,6521165;88;0;54,2;2013;;
Developing;74,9;129;9;5,14;885,9858185;95;0;53,6;2012;;
Developing;74,5;133;9;4,83;759,5380695;91;0;52,9;2011;;
Developing;73,7;14;10;4,72;69,43934508;93;0;52,2;2010;;
Developing;73,8;14;10;4,69;570,4532468;93;0;51,5;2009;;
Developing;73,9;138;11;4,85;58,4989742;93;1;5,8;2008;;
Developing;74;133;11;4,29;516,4037021;93;0;5,2;2007;;
Developing;74,2;134;12;4,22;448,7670462;94;0;49,5;2006;;
Developing;72,8;148;13;4,44;411,5645653;94;0;48,8;2005;;
Developing;72,2;151;14;4,27;356,9393805;92;0;48,1;2004;;
Developing;72,1;152;15;4,5;34,70333523;65;0;47,4;2003;;
Developing;72,6;144;16;4,03;40,53777863;;0;46,7;2002;;
Developing;72,4;142;17;4,22;302,5359058;;0;46,1;2001;;
Developing;71,4;154;18;4,59;297,5112337;;1;45,4;2000;;
Developing;68,4;214;54;4,52;31,27232188;67;58848;24,8;2014;;
Developing;68,1;219;55;4,61;24,58973399;89;2920;24,3;2013;;
Developing;68,1;217;56;5,02;212,7418488;88;1536;23,7;2012;;
Developing;68;218;57;4,96;191,4949779;87;6538;23,1;2011;;
Developing;67,9;218;58;4,85;198,2563794;77;6368;22,6;2010;;
Developing;68;219;59;4,42;159,5348489;85;1469;22,1;2009;;
Developing;67,5;217;60;4,21;155,4767618;88;341;21,6;2008;;
Developing;67,5;216;62;4,19;137,327474;87;530;21,1;2007;;
Developing;67,3;219;63;4,08;121,3625467;77;9;2,6;2006;;
Developing;67;223;65;4,22;105,7306982;49;118;2,1;2005;;
Developing;67,3;218;66;4,45;13,39905105;48;3025;19,6;2004;;
Developing;67,2;217;67;4,44;0,901149288;52;10511;19,2;2003;;
Developing;66,8;221;68;4,42;0,09987219;42;7003;18,7;2002;;
Developing;66,8;221;68;4,54;69,0204245;45;7360;18,3;2001;;
Developing;66,8;219;69;4,73;11,69704463;7;7120;17,8;2000;;
Developed;77,3;12;2;10,71;243,808475;96;0;61,1;2014;;
Developed;77,1;12;2;11,63;23,43533487;96;84;6,4;2013;;
Developed;76,8;125;2;10,81;230,040097;97;71;59,7;2012;;
Developed;76,7;128;2;10,93;250,0773782;98;0;59,1;2011;;
Developed;76,3;13;2;10,59;220,4916851;98;13;58,4;2010;;
Developed;75,7;136;2;10,7;1299,159757;98;115;57,8;2009;;
Developed;75,5;14;2;11,4;15,71474837;98;0;57,2;2008;;
Developed;75,3;144;2;10,9;14,3042452;98;40;56,6;2007;;
Developed;75,2;144;2;10,4;9,1455559;98;120;56;2006;;
Developed;75;144;2;9,5;79,41502672;98;13;55,5;2005;;
Developed;74,9;143;2;9,19;648,0743453;98;11;55;2004;;
Developed;74,7;142;3;9,06;542,0235;97;48;54,5;2003;;
Developed;74,5;145;3;8,02;516,0554391;98;34;54;2002;;
Developed;74,2;149;3;7,74;466,7383106;95;133;53,6;2001;;
Developed;73,7;153;3;8,4;412,4323974;99;77;53,1;2000;;
Developed;89;78;0;9,88;271,2545531;98;0;6,9;2014;;
Developed;86;79;0;10;2698,01817;98;1;6,2;2013;;
Developed;83;81;0;11,96;331,457035;98;23;59,5;2012;;
Developed;82;85;0;11,92;3108,288623;97;2;58,8;2011;;
Developed;79,6;88;0;12,25;3119,349824;97;5;58,1;2010;;
Developed;79,3;9;0;12,03;337,1023516;96;3;57,3;2009;;
Developed;79;92;0;12,35;3652,869332;97;1;56,5;2008;;
Developed;78,7;94;0;12,57;333,3569124;97;0;55,7;2007;;
Developed;78,5;96;0;13,11;2884,020194;97;0;54,9;2006;;
Developed;77,7;11;0;13,33;2813,985285;94;7;54,1;2005;;
Developed;78;99;0;13,45;276,0999798;94;5;53,3;2004;;
Developed;77,3;15;0;14,21;2283,891796;94;8;52,5;2003;;
Developed;77,2;17;1;12;1904,00231;82;8;51,7;2002;;
Developed;76,9;11;1;12,22;1657,328352;7;0;5,9;2001;;
Developed;76,6;11;1;11,89;167,3280168;58;45;5,1;2000;;
Developing;78,1;69;0;1,15;5063,513104;89;46;68,4;2014;;
Developing;77,9;7;0;1,2;515,0734795;97;73;67,7;2013;;
Developing;77,8;72;0;1,13;5163,32918;93;160;67;2012;;
Developing;77,5;74;0;1,16;4409,17067;93;101;66,5;2011;;
Developing;77,3;76;0;1,16;37,76848819;97;295;66;2010;;
Developing;77;79;0;1,11;3688,694288;99;112;65,6;2009;;
Developing;76,8;82;0;1,37;5484,143308;97;0;65,2;2008;;
Developing;76,7;83;0;1,24;44,18506273;94;361;65,1;2007;;
Developing;76,6;83;0;1,28;448,5952989;96;144;65;2006;;
Developing;76,6;84;0;1,18;4582,476081;97;74;65,1;2005;;
Developing;76,6;84;0;1,11;4064,743869;97;29;65;2004;;
Developing;76,5;85;0;1;4049,972347;93;24;64,7;2003;;
Developing;76,4;85;0;0,87;188,6782945;98;34;64,1;2002;;
Developing;76,3;87;0;0,76;170,0494537;93;23;63,3;2001;;
Developing;76,2;88;0;0,5;1559,287158;89;46;62,4;2000;;
Developing;82;66;1;0,01;0;99;442;31,2;2014;;
Developing;81,7;68;1;9,33;0;99;107;3,8;2013;;
Developing;81,2;69;1;9,56;0;99;2;3,4;2012;;
Developing;81,1;72;2;9,34;0;99;42;3;2011;;
Developing;87;74;2;9,23;0;94;114;29,5;2010;;
Developing;86;75;2;8,97;0;94;17;29,1;2009;;
Developing;83;75;2;9,31;0;94;2;28,6;2008;;
Developing;79,8;77;2;9,05;0;91;194;28,2;2007;;
Developing;79,4;79;2;8,83;0;99;28;27,7;2006;;
Developing;78,7;84;2;9,03;0;99;7;27,2;2005;;
Developing;78,2;89;3;9,18;0;92;11;26,7;2004;;
Developing;77,6;95;3;9,66;0;91;33;26,2;2003;;
Developing;77,1;99;3;9,55;0;92;62;25,7;2002;;
Developing;76,7;17;3;11,45;0;89;23060;25,2;2001;;
Developing;76;116;4;10,33;0;93;32647;24,7;2000;;
Developing;71,8;162;1;9,99;0;92;2;52,7;2014;;
Developing;71,7;163;1;10,49;0;91;27;52,1;2013;;
Developing;79;175;1;10,68;0;94;11;51,5;2012;;
Developing;77;177;1;9,45;0;96;0;5,9;2011;;
Developing;68,8;219;1;8,25;0;98;0;5,4;2010;;
Developing;69;218;1;8,45;0;89;0;49,9;2009;;
Developing;68,9;228;1;9,07;0;97;0;49,5;2008;;
Developing;68,3;237;1;9,66;0;95;10;49,1;2007;;
Developing;68;242;1;8,36;0;98;34;48,7;2006;;
Developing;67,3;248;1;10,78;0;99;6;48,3;2005;;
Developing;68;225;1;12,27;0;99;4;47,9;2004;;
Developing;67,6;226;1;8,15;0;99;87;47,6;2003;;
Developing;67,5;225;1;6,71;0;99;4929;47,2;2002;;
Developing;67,6;228;1;10,98;0;94;457;46,8;2001;;
Developing;67,1;235;1;9,89;0;92;687;46,5;2000;;
Developed;74,8;135;2;0,01;1,576409172;94;59;59,9;2014;;
Developed;74,6;138;2;9,59;1230,748231;96;1159;59,2;2013;;
Developed;74,4;138;2;9,58;1078,358105;96;7450;58,4;2012;;
Developed;74,3;139;2;9,1;10,32588862;96;4189;57,7;2011;;
Developed;73,4;153;2;9;983,2518091;98;193;56,9;2010;;
Developed;73,1;158;2;10,4;14,96373588;95;8;56,3;2009;;
Developed;73,1;159;2;11,9;128,0805702;97;12;55,6;2008;;
Developed;72,9;154;3;10,6;919,1673438;99;353;55;2007;;
Developed;72,5;157;3;8,51;665,6427546;99;3196;54,4;2006;;
Developed;71,9;162;3;7,68;615,4030781;98;5043;53,9;2005;;
Developed;71,7;165;4;9,82;431,3250367;99;117;53,4;2004;;
Developed;71,1;174;4;8,78;375,1740323;98;9;52,9;2003;;
Developed;77;178;4;9,62;37,82275031;99;14;52,4;2002;;
Developed;78;179;4;9,78;180,1095132;98;10;51,9;2001;;
Developed;77;175;4;10,16;152,6368899;98;35;51,4;2000;;
Developing;73;225;13;10,12;1340,553699;97;4711;59,9;2014;;
Developing;70;229;14;10,58;1529,497771;97;2339;59,3;2013;;
Developing;69,6;237;14;10,99;178,8225911;97;2123;58,7;2012;;
Developing;69,4;242;14;11,04;184,764931;97;629;58,1;2011;;
Developing;68,4;256;15;11,05;162,8088054;97;129;57,5;2010;;
Developing;68,2;261;15;11,21;137,0063357;98;101;57;2009;;
Developing;67,5;278;16;12,04;161,7301654;98;27;56,6;2008;;
Developing;67,3;282;16;12,19;11,02617159;98;173;56,1;2007;;
Developing;66,4;3;17;11,79;12,25184084;98;1147;55,7;2006;;
Developing;65;327;18;11,57;625,5081805;97;454;55,3;2005;;
Developing;64,9;321;19;11,5;46,51559476;96;2444;55;2004;;
Developing;64,6;322;20;11,32;333,2148711;94;3291;54,7;2003;;
Developing;64,8;313;20;10,87;266,5416917;81;580;54,5;2002;;
Developing;65,1;38;21;10,47;2,642527148;43;2072;54,2;2001;;
Developing;65;37;22;10,18;224,4600248;;4800;54;2000;;
Developing;65,7;23;12;0,01;7,549797238;98;10;2,8;2014;;
Developing;65,2;233;12;0,01;11,71090655;98;17;2,1;2013;;
Developing;64,6;239;13;0,01;9,774676411;98;75;19,5;2012;;
Developing;63,8;247;14;8,34;9,074569426;97;31;18,9;2011;;
Developing;62,8;26;16;7,92;63,78723633;97;121;18,3;2010;;
Developing;61;288;17;7,11;9,165614959;97;5;17,7;2009;;
Developing;68;282;18;6,39;0,661540371;97;6;17,1;2008;;
Developing;59,6;295;20;6,78;7,409771603;97;26;16,5;2007;;
Developing;57,6;328;22;6,88;78,47020226;99;494;15,9;2006;;
Developing;55,3;37;24;7,01;39,44666715;95;129;15,4;2005;;
Developing;53,4;397;26;6,75;31,93566186;89;386;14,9;2004;;
Developing;52;48;29;6,66;33,30286123;96;1064;14,5;2003;;
Developing;57;415;31;7,82;1,9659778;88;2738;14,1;2002;;
Developing;48,6;438;33;5,72;0,388253772;;896;13,7;2001;;
Developing;48,3;426;34;7,13;18,41791804;;2095;13,2;2000;;
Developing;75;139;0;9,97;0;99;0;46,7;2014;;
Developing;74,8;141;0;9,73;0;99;0;45,9;2013;;
Developing;74,7;142;0;9,99;0;98;0;45,2;2012;;
Developing;74,6;143;0;10,43;0;99;0;44,5;2011;;
Developing;74,2;147;0;10,87;0;97;0;43,8;2010;;
Developing;74,3;147;0;11,09;0;95;0;43;2009;;
Developing;74,1;149;0;12,09;0;96;0;42,2;2008;;
Developing;73,9;151;0;12,68;0;99;0;41,3;2007;;
Developing;73,5;155;0;13,45;0;85;0;4,4;2006;;
Developing;73,1;16;0;12,32;0;95;0;39,6;2005;;
Developing;72,6;166;0;11,93;0;91;0;39;2004;;
Developing;72,2;171;0;12,55;0;84;0;38,4;2003;;
Developing;72;174;0;11,85;0;14;0;37,9;2002;;
Developing;71,8;178;0;12,03;0;;0;37,3;2001;;
Developing;71,6;183;0;11,69;0;;0;36,8;2000;;
Developing;73,1;157;0;7,01;0;98;0;53,1;2014;;
Developing;72,7;161;0;7,07;0;97;0;52,2;2013;;
